measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,West Sussex,Both,Age-standardized,Self-harm and interpersonal violence,Rate,2009,7.382690781,7.826956552,6.933812859
Deaths,West Sussex,Male,All ages,Neglected tropical diseases and malaria,Number,2009,0.023085281,0.047101691,0.015275385
Deaths,West Sussex,Female,All ages,Neglected tropical diseases and malaria,Number,2009,0.051145066,0.066485908,0.040737471
Deaths,West Sussex,Both,All ages,Neglected tropical diseases and malaria,Number,2009,0.074230347,0.108332669,0.059951944
Deaths,West Sussex,Male,All ages,Neglected tropical diseases and malaria,Rate,2009,0.00591596,0.012070537,0.003914554
Deaths,West Sussex,Female,All ages,Neglected tropical diseases and malaria,Rate,2009,0.012269777,0.015950067,0.009772979
Deaths,West Sussex,Both,All ages,Neglected tropical diseases and malaria,Rate,2009,0.009197646,0.013423156,0.007428454
Deaths,West Sussex,Male,Age-standardized,Neglected tropical diseases and malaria,Rate,2009,0.004466432,0.006970148,0.002543079
Deaths,West Sussex,Female,Age-standardized,Neglected tropical diseases and malaria,Rate,2009,0.010730015,0.013080007,0.008324444
Deaths,West Sussex,Both,Age-standardized,Neglected tropical diseases and malaria,Rate,2009,0.007567501,0.009002466,0.005848414
Deaths,West Sussex,Male,All ages,Nutritional deficiencies,Number,2009,0.796641602,0.905430139,0.684919732
Deaths,West Sussex,Female,All ages,Nutritional deficiencies,Number,2009,1.176874262,1.381311731,0.963464343
Deaths,West Sussex,Both,All ages,Nutritional deficiencies,Number,2009,1.973515863,2.239864276,1.664313784
Deaths,West Sussex,Male,All ages,Nutritional deficiencies,Rate,2009,0.204151734,0.232030479,0.175521276
Deaths,West Sussex,Female,All ages,Nutritional deficiencies,Rate,2009,0.282333869,0.331378719,0.231136515
Deaths,West Sussex,Both,All ages,Nutritional deficiencies,Rate,2009,0.244532057,0.277534439,0.206219814
Deaths,West Sussex,Male,Age-standardized,Nutritional deficiencies,Rate,2009,0.106625668,0.119531244,0.093175394
Deaths,West Sussex,Female,Age-standardized,Nutritional deficiencies,Rate,2009,0.087357096,0.099338808,0.074913697
Deaths,West Sussex,Both,Age-standardized,Nutritional deficiencies,Rate,2009,0.095310012,0.106154426,0.083212357
Deaths,West Sussex,Male,All ages,Digestive diseases,Number,2009,178.4986271,191.6889281,164.0758789
Deaths,West Sussex,Female,All ages,Digestive diseases,Number,2009,241.4414596,266.3364467,208.8797462
Deaths,West Sussex,Both,All ages,Digestive diseases,Number,2009,419.9400867,451.6729054,376.5423521
Deaths,West Sussex,Male,All ages,Digestive diseases,Rate,2009,45.74303436,49.12325304,42.04698204
Deaths,West Sussex,Female,All ages,Digestive diseases,Rate,2009,57.92216187,63.89450594,50.11055885
Deaths,West Sussex,Both,All ages,Digestive diseases,Rate,2009,52.03343696,55.96534933,46.65616205
Deaths,West Sussex,Male,Age-standardized,Digestive diseases,Rate,2009,24.99929341,26.85281925,23.16313114
Deaths,West Sussex,Female,Age-standardized,Digestive diseases,Rate,2009,19.94188424,21.70535884,17.77234111
Deaths,West Sussex,Both,Age-standardized,Digestive diseases,Rate,2009,22.52176964,24.01552726,20.61214805
Deaths,West Sussex,Male,All ages,Unintentional injuries,Number,2009,61.05472664,66.48758181,55.49132868
Deaths,West Sussex,Female,All ages,Unintentional injuries,Number,2009,70.83655409,79.83696604,59.27712496
Deaths,West Sussex,Both,All ages,Unintentional injuries,Number,2009,131.8912807,143.4208461,115.3249458
Deaths,West Sussex,Male,All ages,Unintentional injuries,Rate,2009,15.64621815,17.03847133,14.22051136
Deaths,West Sussex,Female,All ages,Unintentional injuries,Rate,2009,16.99379368,19.15300577,14.22066961
Deaths,West Sussex,Both,All ages,Unintentional injuries,Rate,2009,16.34222799,17.77081967,14.28954626
Deaths,West Sussex,Male,Age-standardized,Unintentional injuries,Rate,2009,9.012979024,9.710222151,8.339374669
Deaths,West Sussex,Female,Age-standardized,Unintentional injuries,Rate,2009,5.576341719,6.210656243,4.851642799
Deaths,West Sussex,Both,Age-standardized,Unintentional injuries,Rate,2009,7.156175973,7.678673809,6.498959599
Deaths,South East England,Male,All ages,Musculoskeletal disorders,Number,2010,117.7598593,136.3285364,71.97052845
Deaths,South East England,Female,All ages,Musculoskeletal disorders,Number,2010,328.0083619,406.5888295,158.7230158
Deaths,South East England,Both,All ages,Musculoskeletal disorders,Number,2010,445.7682211,521.693934,260.8616811
Deaths,South East England,Male,All ages,Musculoskeletal disorders,Rate,2010,2.761784322,3.197269567,1.687901788
Deaths,South East England,Female,All ages,Musculoskeletal disorders,Rate,2010,7.431588276,9.21196265,3.596140344
Deaths,South East England,Both,All ages,Musculoskeletal disorders,Rate,2010,5.136993215,6.011954357,3.006146743
Deaths,South East England,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,1.678897113,1.967196867,1.040345907
Deaths,South East England,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,2.997250847,4.109132105,1.623449883
Deaths,South East England,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,2.448319784,3.014078135,1.55162858
Deaths,South East England,Male,All ages,Other non-communicable diseases,Number,2010,653.4640167,744.6633881,501.1242226
Deaths,South East England,Female,All ages,Other non-communicable diseases,Number,2010,1047.769465,1165.816791,810.8274442
Deaths,South East England,Both,All ages,Other non-communicable diseases,Number,2010,1701.233482,1873.582135,1358.513877
Deaths,South East England,Male,All ages,Other non-communicable diseases,Rate,2010,15.32548261,17.46435231,11.75270614
Deaths,South East England,Female,All ages,Other non-communicable diseases,Rate,2010,23.73900236,26.41356564,18.37067718
Deaths,South East England,Both,All ages,Other non-communicable diseases,Rate,2010,19.60486288,21.59099338,15.65539273
Deaths,South East England,Male,Age-standardized,Other non-communicable diseases,Rate,2010,11.76550675,13.51470175,9.66081779
Deaths,South East England,Female,Age-standardized,Other non-communicable diseases,Rate,2010,11.461948,13.03451851,9.969683942
Deaths,South East England,Both,Age-standardized,Other non-communicable diseases,Rate,2010,11.68990694,13.10767537,10.34778186
Deaths,England,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,210.7645426,250.933837,187.3498257
Deaths,England,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,161.3066177,192.6327372,142.5242393
Deaths,England,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,372.0711602,444.0152771,330.4885019
Deaths,England,Male,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,0.803797707,0.956992293,0.714500449
Deaths,England,Female,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,0.595646349,0.711322252,0.526289894
Deaths,England,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,0.698043124,0.833017564,0.620029852
Deaths,England,Male,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,0.757156,0.991485896,0.619704829
Deaths,England,Female,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,0.559932259,0.749604659,0.447962176
Deaths,England,Both,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,0.662001471,0.87385633,0.537297396
Deaths,England,Male,All ages,Respiratory infections and tuberculosis,Number,2010,12052.04615,12679.32196,10893.00813
Deaths,England,Female,All ages,Respiratory infections and tuberculosis,Number,2010,17319.66485,18799.60493,14688.96405
Deaths,England,Both,All ages,Respiratory infections and tuberculosis,Number,2010,29371.71099,31412.75615,25541.86534
Deaths,England,Male,All ages,Respiratory infections and tuberculosis,Rate,2010,45.96317265,48.35542923,41.54292202
Deaths,England,Female,All ages,Respiratory infections and tuberculosis,Rate,2010,63.95518843,69.42006595,54.24097243
Deaths,England,Both,All ages,Respiratory infections and tuberculosis,Rate,2010,55.10430021,58.93350734,47.91912245
Deaths,England,Male,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,30.37518995,31.97983006,27.46941677
Deaths,England,Female,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,24.22102262,26.05277794,20.98462677
Deaths,England,Both,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,26.73059131,28.41317986,23.58293043
Deaths,England,Male,All ages,Enteric infections,Number,2010,521.7559951,561.5243194,468.9140999
Deaths,England,Female,All ages,Enteric infections,Number,2010,1032.010956,1123.556332,872.2246559
Deaths,England,Both,All ages,Enteric infections,Number,2010,1553.766951,1681.462267,1337.998184
Deaths,England,Male,All ages,Enteric infections,Rate,2010,1.989833145,2.141498541,1.788308763
Deaths,England,Female,All ages,Enteric infections,Rate,2010,3.810839051,4.148882647,3.220806679
Deaths,England,Both,All ages,Enteric infections,Rate,2010,2.915023934,3.154593262,2.510219907
Deaths,England,Male,Age-standardized,Enteric infections,Rate,2010,1.303336675,1.402015723,1.170306591
Deaths,England,Female,Age-standardized,Enteric infections,Rate,2010,1.468859204,1.584688969,1.267071032
Deaths,England,Both,Age-standardized,Enteric infections,Rate,2010,1.409953859,1.517158507,1.23174769
Deaths,England,Male,All ages,Other infectious diseases,Number,2010,425.3789708,592.1178899,357.2575191
Deaths,England,Female,All ages,Other infectious diseases,Number,2010,422.4600309,686.5268617,358.1677513
Deaths,England,Both,All ages,Other infectious diseases,Number,2010,847.8390017,1158.102546,745.4432172
Deaths,England,Male,All ages,Other infectious diseases,Rate,2010,1.622277814,2.258173962,1.362481427
Deaths,England,Female,All ages,Other infectious diseases,Rate,2010,1.559990399,2.535092635,1.322582523
Deaths,England,Both,All ages,Other infectious diseases,Rate,2010,1.59063171,2.172717496,1.398526863
Deaths,England,Male,Age-standardized,Other infectious diseases,Rate,2010,1.351034442,1.769930368,1.128086485
Deaths,England,Female,Age-standardized,Other infectious diseases,Rate,2010,1.063206856,1.376485966,0.90599984
Deaths,England,Both,Age-standardized,Other infectious diseases,Rate,2010,1.20127689,1.472625522,1.065305825
Deaths,England,Male,All ages,Maternal and neonatal disorders,Number,2010,924.3758864,1015.624918,791.731636
Deaths,England,Female,All ages,Maternal and neonatal disorders,Number,2010,751.3852311,813.1217686,655.5414174
Deaths,England,Both,All ages,Maternal and neonatal disorders,Number,2010,1675.761117,1793.543181,1486.711146
Deaths,England,Male,All ages,Maternal and neonatal disorders,Rate,2010,3.52531412,3.873312706,3.019445614
Deaths,England,Female,All ages,Maternal and neonatal disorders,Rate,2010,2.774590875,3.00256133,2.420674721
Deaths,England,Both,All ages,Maternal and neonatal disorders,Rate,2010,3.143897328,3.36486839,2.789220462
Deaths,England,Male,Age-standardized,Maternal and neonatal disorders,Rate,2010,5.407113969,5.944114969,4.632592591
Deaths,England,Female,Age-standardized,Maternal and neonatal disorders,Rate,2010,4.527469833,4.910196048,3.93510951
Deaths,England,Both,Age-standardized,Maternal and neonatal disorders,Rate,2010,4.980345536,5.333797861,4.413339661
Deaths,England,Male,All ages,Substance use disorders,Number,2010,2292.066469,2337.844572,2251.603393
Deaths,England,Female,All ages,Substance use disorders,Number,2010,867.2148801,888.6071929,847.2441412
Deaths,England,Both,All ages,Substance use disorders,Number,2010,3159.281349,3214.627918,3108.734895
Deaths,England,Male,All ages,Substance use disorders,Rate,2010,8.741307953,8.915892984,8.586992966
Deaths,England,Female,All ages,Substance use disorders,Rate,2010,3.202307409,3.281301397,3.128562774
Deaths,England,Both,All ages,Substance use disorders,Rate,2010,5.927131312,6.030967073,5.832301053
Deaths,England,Male,Age-standardized,Substance use disorders,Rate,2010,7.786951968,7.950345728,7.639636143
Deaths,England,Female,Age-standardized,Substance use disorders,Rate,2010,2.717715791,2.788938228,2.660442638
Deaths,England,Both,Age-standardized,Substance use disorders,Rate,2010,5.232360932,5.327306773,5.144638979
Deaths,England,Male,All ages,Diabetes and kidney diseases,Number,2010,4373.181414,4564.571796,4037.793499
Deaths,England,Female,All ages,Diabetes and kidney diseases,Number,2010,5074.423161,5462.514944,4365.795924
Deaths,England,Both,All ages,Diabetes and kidney diseases,Number,2010,9447.604576,9996.305941,8408.115902
Deaths,England,Male,All ages,Diabetes and kidney diseases,Rate,2010,16.67810511,17.40801512,15.3990283
Deaths,England,Female,All ages,Diabetes and kidney diseases,Rate,2010,18.737989,20.17107003,16.12128776
Deaths,England,Both,All ages,Diabetes and kidney diseases,Rate,2010,17.72466163,18.75408088,15.77447575
Deaths,England,Male,Age-standardized,Diabetes and kidney diseases,Rate,2010,10.86429918,11.34934164,10.03014684
Deaths,England,Female,Age-standardized,Diabetes and kidney diseases,Rate,2010,7.760986863,8.272835074,6.831213461
Deaths,England,Both,Age-standardized,Diabetes and kidney diseases,Rate,2010,9.048619891,9.518700187,8.157755512
Deaths,England,Male,All ages,Nutritional deficiencies,Number,2010,44.26480303,46.35210827,40.67265467
Deaths,England,Female,All ages,Nutritional deficiencies,Number,2010,80.24011203,86.83861469,69.42859851
Deaths,England,Both,All ages,Nutritional deficiencies,Number,2010,124.5049151,132.6732895,110.544376
Deaths,England,Male,All ages,Nutritional deficiencies,Rate,2010,0.168813723,0.176774129,0.155114262
Deaths,England,Female,All ages,Nutritional deficiencies,Rate,2010,0.29629739,0.320663247,0.256374424
Deaths,England,Both,All ages,Nutritional deficiencies,Rate,2010,0.233583812,0.248908508,0.207392429
Deaths,England,Male,Age-standardized,Nutritional deficiencies,Rate,2010,0.116001156,0.121212066,0.106928473
Deaths,England,Female,Age-standardized,Nutritional deficiencies,Rate,2010,0.126618136,0.135108851,0.112832084
Deaths,England,Both,Age-standardized,Nutritional deficiencies,Rate,2010,0.123044578,0.129913242,0.111089989
Deaths,England,Male,All ages,Digestive diseases,Number,2010,11204.51434,11558.58425,10653.66399
Deaths,England,Female,All ages,Digestive diseases,Number,2010,13205.80679,14034.34454,11678.09045
Deaths,England,Both,All ages,Digestive diseases,Number,2010,24410.32113,25540.25484,22364.25874
Deaths,England,Male,All ages,Digestive diseases,Rate,2010,42.73092062,44.08124538,40.63012962
Deaths,England,Female,All ages,Digestive diseases,Rate,2010,48.76421506,51.82370201,43.12291734
Deaths,England,Both,All ages,Digestive diseases,Rate,2010,45.79623108,47.916101,41.95761112
Deaths,England,Male,Age-standardized,Digestive diseases,Rate,2010,28.89113442,29.78643381,27.49999475
Deaths,England,Female,Age-standardized,Digestive diseases,Rate,2010,22.77917984,23.94975145,20.71565728
Deaths,England,Both,Age-standardized,Digestive diseases,Rate,2010,25.908089,26.9168852,24.09503044
Deaths,England,Male,All ages,Neurological disorders,Number,2010,13285.41549,26195.76479,7626.588682
Deaths,England,Female,All ages,Neurological disorders,Number,2010,21161.52798,45663.11474,9043.660045
Deaths,England,Both,All ages,Neurological disorders,Number,2010,34446.94346,71750.2677,16685.00313
Deaths,England,Male,All ages,Neurological disorders,Rate,2010,50.66690238,99.90340603,29.08570114
Deaths,England,Female,All ages,Neurological disorders,Rate,2010,78.14178399,168.6171836,33.39492925
Deaths,England,Both,All ages,Neurological disorders,Rate,2010,64.62594959,134.6107584,31.30275325
Deaths,England,Male,Age-standardized,Neurological disorders,Rate,2010,33.25353083,64.51730618,19.19323716
Deaths,England,Female,Age-standardized,Neurological disorders,Rate,2010,30.53322211,63.44966376,14.58907377
Deaths,England,Both,Age-standardized,Neurological disorders,Rate,2010,31.83323649,64.01378338,16.5403538
Deaths,England,Male,All ages,All causes,Number,2010,221860.8301,223084.0353,220623.0375
Deaths,England,Female,All ages,All causes,Number,2010,236587.8557,237825.1398,235232.3896
Deaths,England,Both,All ages,All causes,Number,2010,458448.6858,460321.2505,456616.4102
Deaths,England,Male,All ages,All causes,Rate,2010,846.1158807,850.780847,841.3952818
Deaths,England,Female,All ages,All causes,Rate,2010,873.6324302,878.2012682,868.6271897
Deaths,England,Both,All ages,All causes,Rate,2010,860.0960979,863.6092187,856.6585636
Deaths,England,Male,Age-standardized,All causes,Rate,2010,561.5328992,564.6017205,558.4751785
Deaths,England,Female,Age-standardized,All causes,Rate,2010,396.0141896,398.1983623,393.61991
Deaths,England,Both,Age-standardized,All causes,Rate,2010,469.3645477,471.2715528,467.4240871
Deaths,South East England,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,31.81928667,37.73312538,28.38247646
Deaths,South East England,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,23.19771663,27.64532581,20.38922541
Deaths,South East England,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,55.0170033,65.47070664,48.96132314
Deaths,South East England,Male,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,0.746247555,0.884942923,0.665645144
Deaths,South East England,Female,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,0.525583793,0.626351956,0.461952639
Deaths,South East England,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,0.634011038,0.754478583,0.56422592
Deaths,South East England,Male,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,0.697701762,0.914810026,0.571186427
Deaths,South East England,Female,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,0.480826669,0.654587192,0.377177234
Deaths,South East England,Both,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,0.592525454,0.786082671,0.477675972
Deaths,South East England,Male,All ages,Respiratory infections and tuberculosis,Number,2010,2041.067697,2173.129984,1833.717457
Deaths,South East England,Female,All ages,Respiratory infections and tuberculosis,Number,2010,3083.386111,3372.391134,2582.188121
Deaths,South East England,Both,All ages,Respiratory infections and tuberculosis,Number,2010,5124.453808,5526.349418,4416.538917
Deaths,South East England,Male,All ages,Respiratory infections and tuberculosis,Rate,2010,47.86850798,50.96572257,43.00558912
Deaths,South East England,Female,All ages,Respiratory infections and tuberculosis,Rate,2010,69.85936561,76.40726679,58.50387123
Deaths,South East England,Both,All ages,Respiratory infections and tuberculosis,Rate,2010,59.05374854,63.6851577,50.89580049
Deaths,South East England,Male,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,28.98567667,30.86054697,26.06824249
Deaths,South East England,Female,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,23.68522989,25.67374536,20.17478
Deaths,South East England,Both,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,25.82138679,27.65962554,22.56285013
Deaths,South East England,Male,All ages,Enteric infections,Number,2010,81.34659063,88.71284377,71.84673687
Deaths,South East England,Female,All ages,Enteric infections,Number,2010,152.9889489,169.8051609,127.0286063
Deaths,South East England,Both,All ages,Enteric infections,Number,2010,234.3355395,258.0528389,200.0952457
Deaths,South East England,Male,All ages,Enteric infections,Rate,2010,1.907795576,2.080553956,1.684998544
Deaths,South East England,Female,All ages,Enteric infections,Rate,2010,3.466225288,3.847225222,2.878049499
Deaths,South East England,Both,All ages,Enteric infections,Rate,2010,2.700461852,2.973777895,2.305879761
Deaths,South East England,Male,Age-standardized,Enteric infections,Rate,2010,1.147063657,1.249381341,1.01662255
Deaths,South East England,Female,Age-standardized,Enteric infections,Rate,2010,1.205572585,1.324528947,1.02191852
Deaths,South East England,Both,Age-standardized,Enteric infections,Rate,2010,1.185460441,1.296424919,1.01647285
Deaths,South East England,Male,All ages,Other infectious diseases,Number,2010,68.70488367,97.05363128,57.41882289
Deaths,South East England,Female,All ages,Other infectious diseases,Number,2010,67.84032517,115.4978685,56.57009453
Deaths,South East England,Both,All ages,Other infectious diseases,Number,2010,136.5452088,191.5635243,118.6418657
Deaths,South East England,Male,All ages,Other infectious diseases,Rate,2010,1.611313666,2.276167778,1.346625291
Deaths,South East England,Female,All ages,Other infectious diseases,Rate,2010,1.537038148,2.616800987,1.281691872
Deaths,South East England,Both,All ages,Other infectious diseases,Rate,2010,1.573534806,2.207560965,1.367218276
Deaths,South East England,Male,Age-standardized,Other infectious diseases,Rate,2010,1.264146549,1.664489642,1.052484525
Deaths,South East England,Female,Age-standardized,Other infectious diseases,Rate,2010,0.961368483,1.290989593,0.835578336
Deaths,South East England,Both,Age-standardized,Other infectious diseases,Rate,2010,1.104674781,1.402303331,0.981345457
Deaths,South East England,Male,All ages,Maternal and neonatal disorders,Number,2010,114.3380458,127.1807271,95.29935712
Deaths,South East England,Female,All ages,Maternal and neonatal disorders,Number,2010,96.1265782,106.194682,79.81154749
Deaths,South East England,Both,All ages,Maternal and neonatal disorders,Number,2010,210.464624,229.4958363,179.4875751
Deaths,South East England,Male,All ages,Maternal and neonatal disorders,Rate,2010,2.681533623,2.982728922,2.235025347
Deaths,South East England,Female,All ages,Maternal and neonatal disorders,Rate,2010,2.177911403,2.406021448,1.808266586
Deaths,South East England,Both,All ages,Maternal and neonatal disorders,Rate,2010,2.425375552,2.644689545,2.068398804
Deaths,South East England,Male,Age-standardized,Maternal and neonatal disorders,Rate,2010,4.241122539,4.718622312,3.533736919
Deaths,South East England,Female,Age-standardized,Maternal and neonatal disorders,Rate,2010,3.676062871,4.070839272,3.039374504
Deaths,South East England,Both,Age-standardized,Maternal and neonatal disorders,Rate,2010,3.96799904,4.331935618,3.379663369
Deaths,South East England,Male,All ages,Substance use disorders,Number,2010,305.1176242,317.142719,292.9791098
Deaths,South East England,Female,All ages,Substance use disorders,Number,2010,123.5657667,129.634897,117.9455019
Deaths,South East England,Both,All ages,Substance use disorders,Number,2010,428.6833909,443.1351618,415.1458077
Deaths,South East England,Male,All ages,Substance use disorders,Rate,2010,7.155826067,7.437846771,6.871145371
Deaths,South East England,Female,All ages,Substance use disorders,Rate,2010,2.799592967,2.937099455,2.672256293
Deaths,South East England,Both,All ages,Substance use disorders,Rate,2010,4.940109155,5.106650073,4.784103254
Deaths,South East England,Male,All ages,Neoplasms,Number,2010,11749.27475,12270.26905,10953.58298
Deaths,South East England,Female,All ages,Neoplasms,Number,2010,10928.14321,11510.97663,9825.889
Deaths,South East England,Both,All ages,Neoplasms,Number,2010,22677.41796,23680.90729,20845.24492
Deaths,South East England,Male,All ages,Neoplasms,Rate,2010,275.5519834,287.7706962,256.8908788
Deaths,South East England,Female,All ages,Neoplasms,Rate,2010,247.595703,260.8007872,222.622256
Deaths,South East England,Both,All ages,Neoplasms,Rate,2010,261.3325415,272.8966631,240.2187429
Deaths,South East England,Male,Age-standardized,Neoplasms,Rate,2010,167.3238663,174.6515644,156.4611332
Deaths,South East England,Female,Age-standardized,Neoplasms,Rate,2010,120.6833204,126.0749302,111.1537542
Deaths,South East England,Both,Age-standardized,Neoplasms,Rate,2010,139.7988899,145.0958575,130.2841565
Deaths,South East England,Male,All ages,Neurological disorders,Number,2010,2321.877638,4594.922379,1308.924038
Deaths,South East England,Female,All ages,Neurological disorders,Number,2010,3771.741063,8186.892241,1590.700815
Deaths,South East England,Both,All ages,Neurological disorders,Number,2010,6093.618702,12686.53682,2895.215782
Deaths,South East England,Male,All ages,Neurological disorders,Rate,2010,54.45425374,107.7632452,30.69777689
Deaths,South East England,Female,All ages,Neurological disorders,Rate,2010,85.45521983,185.487992,36.04003709
Deaths,South East England,Both,All ages,Neurological disorders,Rate,2010,70.22231832,146.1985185,33.3642084
Deaths,South East England,Male,Age-standardized,Neurological disorders,Rate,2010,32.90157474,63.81664776,18.79990267
Deaths,South East England,Female,Age-standardized,Neurological disorders,Rate,2010,30.46325605,63.35607589,14.53192826
Deaths,South East England,Both,Age-standardized,Neurological disorders,Rate,2010,31.61875777,63.44420412,16.37953074
Deaths,South East England,Male,All ages,Mental disorders,Number,2010,0.07206205,0.082773803,0.063335133
Deaths,South East England,Female,All ages,Mental disorders,Number,2010,1.453704999,1.582820615,1.344584131
Deaths,South East England,Both,All ages,Mental disorders,Number,2010,1.525767049,1.657048868,1.41483774
Deaths,South East England,Male,All ages,Mental disorders,Rate,2010,0.001690048,0.001941268,0.001485379
Deaths,South East England,Female,All ages,Mental disorders,Rate,2010,0.032936163,0.035861498,0.030463844
Deaths,South East England,Both,All ages,Mental disorders,Rate,2010,0.017582803,0.019095683,0.016304464
Deaths,South East England,Male,Age-standardized,Mental disorders,Rate,2010,0.001802193,0.002085711,0.001572176
Deaths,South East England,Female,Age-standardized,Mental disorders,Rate,2010,0.034788057,0.037867713,0.032216761
Deaths,South East England,Both,Age-standardized,Mental disorders,Rate,2010,0.018314272,0.019881834,0.01698317
Deaths,England,Male,All ages,Cardiovascular diseases,Number,2010,70737.66716,73420.57564,65973.52803
Deaths,England,Female,All ages,Cardiovascular diseases,Number,2010,75755.45095,81222.03195,65316.3863
Deaths,England,Both,All ages,Cardiovascular diseases,Number,2010,146493.1181,154441.9657,131711.0373
Deaths,England,Male,All ages,Cardiovascular diseases,Rate,2010,269.7739097,280.005781,251.6047999
Deaths,England,Female,All ages,Cardiovascular diseases,Rate,2010,279.7371764,299.9232609,241.1895282
Deaths,England,Both,All ages,Cardiovascular diseases,Rate,2010,274.8359046,289.7487466,247.103226
Deaths,England,Male,Age-standardized,Cardiovascular diseases,Rate,2010,174.0250227,180.6787818,162.2418495
Deaths,England,Female,Age-standardized,Cardiovascular diseases,Rate,2010,112.688597,119.6020099,99.06806503
Deaths,England,Both,Age-standardized,Cardiovascular diseases,Rate,2010,140.5590508,147.2445783,127.8972309
Deaths,South East England,Male,All ages,All causes,Number,2010,35434.44418,36120.7149,34819.89834
Deaths,South East England,Female,All ages,All causes,Number,2010,39215.2125,39919.68081,38504.3521
Deaths,South East England,Both,All ages,All causes,Number,2010,74649.65668,75627.00456,73665.3694
Deaths,South East England,Male,All ages,All causes,Rate,2010,831.0326878,847.1275754,816.6199408
Deaths,South East England,Female,All ages,All causes,Rate,2010,888.4874514,904.4483813,872.3816978
Deaths,South East England,Both,All ages,All causes,Rate,2010,860.2559843,871.518854,848.9131455
Deaths,England,Male,All ages,Self-harm and interpersonal violence,Number,2010,3514.980067,3580.852874,3453.393466
Deaths,England,Female,All ages,Self-harm and interpersonal violence,Number,2010,1152.621335,1187.486127,1120.77429
Deaths,England,Both,All ages,Self-harm and interpersonal violence,Number,2010,4667.601403,4754.027254,4583.236852
Deaths,England,Male,All ages,Self-harm and interpersonal violence,Rate,2010,13.40516239,13.65638306,13.17028811
Deaths,England,Female,All ages,Self-harm and interpersonal violence,Rate,2010,4.256209075,4.384951999,4.138609584
Deaths,England,Both,All ages,Self-harm and interpersonal violence,Rate,2010,8.756892271,8.919035907,8.598615841
Deaths,England,Male,Age-standardized,Self-harm and interpersonal violence,Rate,2010,11.68016095,11.90480725,11.49213148
Deaths,England,Female,Age-standardized,Self-harm and interpersonal violence,Rate,2010,3.610388388,3.72520537,3.532345628
Deaths,England,Both,Age-standardized,Self-harm and interpersonal violence,Rate,2010,7.585406086,7.729736178,7.472211906
Deaths,England,Male,All ages,Mental disorders,Number,2010,0.389199469,0.415100345,0.365551808
Deaths,England,Female,All ages,Mental disorders,Number,2010,8.948878987,9.392427408,8.607172661
Deaths,England,Both,All ages,Mental disorders,Number,2010,9.338078455,9.791926107,8.997025577
Deaths,England,Male,All ages,Mental disorders,Rate,2010,0.001484299,0.001583078,0.001394114
Deaths,England,Female,All ages,Mental disorders,Rate,2010,0.033044937,0.0346828,0.031783141
Deaths,England,Both,All ages,Mental disorders,Rate,2010,0.01751918,0.018370644,0.01687933
Deaths,England,Male,Age-standardized,Mental disorders,Rate,2010,0.001521775,0.001627352,0.001423774
Deaths,England,Female,Age-standardized,Mental disorders,Rate,2010,0.033801066,0.035564441,0.032462451
Deaths,England,Both,Age-standardized,Mental disorders,Rate,2010,0.017663271,0.018572723,0.01698632
Deaths,South East England,Male,All ages,Chronic respiratory diseases,Number,2010,2810.012948,2969.125592,2580.74669
Deaths,South East England,Female,All ages,Chronic respiratory diseases,Number,2010,2705.806461,2973.058934,2114.380023
Deaths,South East England,Both,All ages,Chronic respiratory diseases,Number,2010,5515.819409,5884.390588,4800.76296
Deaths,South East England,Male,All ages,Chronic respiratory diseases,Rate,2010,65.90233506,69.63395302,60.52542683
Deaths,South East England,Female,All ages,Chronic respiratory diseases,Rate,2010,61.30465535,67.35971545,47.90488176
Deaths,South East England,Both,All ages,Chronic respiratory diseases,Rate,2010,63.56381082,67.81119221,55.32356409
Deaths,South East England,Male,Age-standardized,Chronic respiratory diseases,Rate,2010,38.87347234,41.0694589,35.74180733
